AssetTag_RawWater_RawWater_Plant_INF_Flow_GPM,AssetTag_RawWater_RawWater_P2_Speed_FBK_Scaled,AssetTag_RawWater_RawWater_P3_Speed_FBK_Scaled,AssetTag_RawWater_RawWater_P1START_STOP,AssetTag_RawWater_RawWater_P2START_STOP,AssetTag_RawWater_RawWater_P3START_STOP,AssetTag_RawWater_RawWater_Inf_Flow_Setpoint_Control,AssetTag_RawWater_RawWater_ORP_Scaled,AssetTag_RawWater_RawWater_PH_Scaled,AssetTag_RawWater_RawWater_P2_Speed_CMD_Real,AssetTag_RawWater_RawWater_P3_Speed_CMD_Real,AssetTag_RawWater_RawWater_Inf_Flow_Total_Today,AssetTag_RawWater_RawWater_Inf_Flow_Total_Yesterday,AssetTag_RawWater_RawWater_Inf_Flow_Total_MG,AssetTag_RawWater_RawWater_Inf_Flow_Setpoint
1016.625,46.74375,0.27375,0,1,0,1,568.125,5.749625,47,49.5,0,0,0,950
1001.125,45.705,0.27375,0,1,0,1,568.125,5.749625,46,49.5,0,0,0,950
968,46.7325,0.27375,0,1,0,1,568.125,5.74875,47,49.5,0,0,0,950
942.875,47.745,0.27375,0,1,0,1,568.125,5.747875,48,49.5,0,0,0,950
923.75,46.67625,0.27375,0,1,0,1,567.9375,5.747875,47,49.5,0,0,0,950
1008.625,46.8,0.27375,0,1,0,1,568.125,5.747875,46,49.5,0,0,0,950
899.75,45.70125,0.27375,0,1,0,1,568.3125,5.747875,47,49.5,0,0,0,950
951.25,46.635,0.2775,0,1,0,1,568.3125,5.74875,47.5,49.5,0,0,0,950
936.875,47.1825,0.27375,0,1,0,1,567.9375,5.74875,47.5,49.5,0,0,0,950
937,46.185,0.2775,0,1,0,1,567.9375,5.749625,46.5,49.5,0,0,0,950
1006.125,47.18625,0.2775,0,1,0,1,568.3125,5.751375,47.5,49.5,0,0,0,950
951.625,47.22375,0.27375,0,1,0,1,568.125,5.7505,47.5,49.5,0,0,0,950
970.875,48.1875,0.27375,0,1,0,1,567.9375,5.74875,48.5,49.5,0,0,0,950
959.375,48.24375,0.27375,0,1,0,1,567.9375,5.74875,47.5,49.5,0,0,0,950
945.375,47.19,0.2775,0,1,0,1,568.125,5.74875,47.5,49.5,0,0,0,950
1010.625,47.18625,0.2775,0,1,0,1,568.125,5.74875,47.5,49.5,0,0,0,950
945.875,47.115,0.27375,0,1,0,1,567.9375,5.74875,46.5,49.5,0,0,0,900
926,46.125,0.27375,0,1,0,1,568.125,5.74875,46.5,49.5,0,0,0,900
933.375,46.06875,0.27,0,1,0,1,567.9375,5.749625,46.5,49.5,0,0,0,900
880.5,46.28625,0.2775,0,1,0,1,567.75,5.751375,46.5,49.5,0,0,0,900
900.75,46.27875,0.27375,0,1,0,1,568.125,5.751375,46.5,49.5,0,0,0,900
961.625,46.155,0.27375,0,1,0,1,568.125,5.749625,45.5,49.5,0,0,0,850
916.25,45.225,0.2775,0,1,0,1,568.3125,5.749625,44.5,49.5,0,0,0,850
901.5,44.205,0.27375,0,1,0,1,567.9375,5.7505,43.5,49.5,0,0,0,850
820.375,43.21125,0.27375,0,1,0,1,568.3125,5.7505,43.5,49.5,0,0,0,850
851.5,44.1675,0.27375,0,1,0,1,568.5,5.749625,44.5,49.5,0,0,0,850
858.75,43.23375,0.27375,0,1,0,1,568.3125,5.749625,43.5,49.5,0,0,0,850
831.25,43.27875,0.27375,0,1,0,1,568.3125,5.74875,43.5,49.5,0,0,0,850
826.5,43.15125,0.27375,0,1,0,1,568.5,5.7505,43.5,49.5,0,0,0,850
820.5,43.065,0.27375,0,1,0,1,568.3125,5.75225,43.5,49.5,0,0,0,850
807.75,44.20125,0.27,0,1,0,1,568.5,5.751375,44.5,49.5,0,0,0,850
813.25,44.1375,0.27375,0,1,0,1,568.3125,5.74875,44.5,49.5,0,0,0,850
828.75,44.6475,0.2775,0,1,0,1,568.3125,5.74875,45,49.5,0,0,0,850
886.625,44.6025,0.27375,0,1,0,1,568.3125,5.74875,45,49.5,0,0,0,850
832,44.13375,0.27375,0,1,0,1,568.3125,5.7505,44.5,49.5,0,0,0,850
853.625,45.36375,0.27375,0,1,0,1,568.3125,5.749625,45.5,49.5,0,0,0,850
887.625,44.28375,0.27,0,1,0,1,568.3125,5.74875,44.5,49.5,0,0,0,850
837.75,43.185,0.27,0,1,0,1,568.3125,5.74875,43.5,49.5,0,0,0,850
872.875,44.265,0.27375,0,1,0,1,568.3125,5.751375,44.5,49.5,0,0,0,850
941.625,43.2975,0.27375,0,1,0,1,568.125,5.751375,43.5,49.5,0,0,0,850
842.375,43.18125,0.27375,0,1,0,1,568.3125,5.7505,43.5,49.5,0,0,0,850
910.875,43.0875,0.27375,0,1,0,1,568.3125,5.74875,43.5,49.5,0,0,0,850
870.875,42.345,0.27375,0,1,0,1,568.5,5.74875,42.5,49.5,0,0,0,850
781.5,42.255,0.27375,0,1,0,1,568.5,5.747875,41.5,49.5,0,0,0,850
743.25,41.3325,0.27375,0,1,0,1,568.5,5.74875,42.5,49.5,0,0,0,850
753.5,42.19125,0.2775,0,1,0,1,568.5,5.747875,43.5,49.5,0,0,0,850
752.625,43.35,0.27375,0,1,0,1,568.3125,5.747875,44.5,49.5,0,0,0,850
788.75,45.075,0.27375,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
838.625,45.22875,0.27375,0,1,0,1,568.125,5.74875,45.5,49.5,0,0,0,850
859.125,45.25875,0.27375,0,1,0,1,568.5,5.7505,45.5,49.5,0,0,0,850
844.625,45.26625,0.27375,0,1,0,1,568.3125,5.7505,45.5,49.5,0,0,0,850
900.875,45.17625,0.27375,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
838.5,45.195,0.2775,0,1,0,1,568.125,5.747875,45.5,49.5,0,0,0,850
829.5,45.16125,0.27375,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
830.625,45.1725,0.27375,0,1,0,1,568.125,5.747875,45.5,49.5,0,0,0,850
823.375,45.3225,0.27375,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
815.625,46.1325,0.27375,0,1,0,1,568.3125,5.747875,46.5,49.5,0,0,0,850
947.125,46.2825,0.27375,0,1,0,1,567.9375,5.747,45.5,49.5,0,0,0,850
953,45.15375,0.27375,0,1,0,1,568.125,5.747875,44.5,49.5,0,0,0,850
875,44.2125,0.27375,0,1,0,1,568.3125,5.747875,44.5,49.5,0,0,0,850
847,44.18625,0.27375,0,1,0,1,568.3125,5.749625,45,49.5,0,0,0,850
840.875,44.76,0.2775,0,1,0,1,568.3125,5.749625,45,49.5,0,0,0,850
842.625,44.80125,0.2775,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
837.625,45.22875,0.27375,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
865.625,45.06,0.27375,0,1,0,1,568.3125,5.747875,46,49.5,0,0,0,850
858,45.73875,0.2775,0,1,0,1,568.3125,5.747875,46,49.5,0,0,0,850
865.375,45.70125,0.2775,0,1,0,1,568.3125,5.747875,45.5,49.5,0,0,0,850
867.25,45.24,0.27375,0,1,0,1,567.9375,5.747875,45.5,49.5,0,0,0,850
861,45.1125,0.27375,0,1,0,1,567.9375,5.74875,45.5,49.5,0,0,0,850
845.375,45.17625,0.27375,0,1,0,1,568.125,5.7505,45.5,49.5,0,0,0,850
894.125,46.065,0.27375,0,1,0,1,568.3125,5.74875,46.5,49.5,0,0,0,850
862.5,45.1875,0.2775,0,1,0,1,568.125,5.749625,45.5,49.5,0,0,0,850
941.625,44.19375,0.2775,0,1,0,1,568.125,5.7505,44.5,49.5,0,0,0,850
814.75,44.26875,0.27375,0,1,0,1,568.125,5.749625,44.5,49.5,0,0,0,850
834.75,44.115,0.27375,0,1,0,1,568.125,5.747875,45,49.5,0,0,0,850
824.75,44.67375,0.27375,0,1,0,1,568.3125,5.747875,45,49.5,0,0,0,850
872.375,45.72375,0.27375,0,1,0,1,567.9375,5.747875,46,49.5,0,0,0,850
842.25,44.70375,0.2775,0,1,0,1,568.125,5.747875,45,49.5,0,0,0,850
833.875,44.57625,0.27375,0,1,0,1,567.9375,5.747875,45,49.5,0,0,0,850
875.5,45.21,0.2775,0,1,0,1,567.9375,5.747875,45.5,49.5,0,0,0,850
856.125,45.20625,0.27375,0,1,0,1,568.3125,5.74875,45.5,49.5,0,0,0,850
864.75,44.29125,0.2775,0,1,0,1,568.3125,5.747875,44.5,49.5,0,0,0,850
831.625,43.35,0.27375,0,1,0,1,568.125,5.7505,43.5,49.5,0,0,0,850
875.375,43.25625,0.27375,0,1,0,1,568.3125,5.7505,43.5,49.5,0,0,0,850
821.75,43.3275,0.2775,0,1,0,1,568.3125,5.747875,43.5,49.5,0,0,0,850
802.625,42.1725,0.2775,0,1,0,1,568.5,5.747875,42.5,49.5,0,0,0,850
795.375,42.2475,0.27375,0,1,0,1,568.5,5.747875,43.5,49.5,0,0,0,850
823.125,43.2,0.2775,0,1,0,1,568.5,5.747,43.5,49.5,0,0,0,850
844.375,43.1325,0.2775,0,1,0,1,568.3125,5.747875,43.5,49.5,0,0,0,850
824,43.15125,0.27375,0,1,0,1,568.3125,5.747875,43.5,49.5,0,0,0,850
849.5,44.1825,0.2775,0,1,0,1,568.3125,5.74875,44.5,49.5,0,0,0,850
857,44.24625,0.2775,0,1,0,1,568.3125,5.747875,44.5,49.5,0,0,0,850
840.5,44.66625,0.2775,0,1,0,1,568.3125,5.747,45,49.5,0,0,0,850
799.5,44.72625,0.2775,0,1,0,1,568.3125,5.7505,46,49.5,0,0,0,850
870.25,45.6975,0.2775,0,1,0,1,568.3125,5.7505,45,49.5,0,0,0,850
849.375,44.61,0.2775,0,1,0,1,568.125,5.749625,45,49.5,0,0,0,850
795.125,44.76,0.2775,0,1,0,1,568.3125,5.747875,46,49.5,0,0,0,850
848.5,45.7425,0.2775,0,1,0,1,567.9375,5.747875,46,49.5,0,0,0,850
817.625,44.775,0.2775,0,1,0,1,567.9375,5.747875,45,49.5,0,0,0,850
843.875,45.675,0.2775,0,1,0,1,568.3125,5.747875,46,49.5,0,0,0,850
833.75,45.72,0.2775,0,1,0,1,567.9375,5.747875,46,49.5,0,0,0,850
809.25,44.67,0.2775,0,1,0,1,567.9375,5.747875,45,49.5,0,0,0,850
836,44.70375,0.27375,0,1,0,1,567.75,5.747875,45,49.5,0,0,0,850
839.75,45.7575,0.27375,0,1,0,1,568.125,5.747875,46,49.5,0,0,0,850
819.75,45.73875,0.27375,0,1,0,1,568.3125,5.749625,46,49.5,0,0,0,850
825.75,45.705,0.27375,0,1,0,1,567.9375,5.749625,46,49.5,0,0,0,850
816.75,45.615,0.27,0,1,0,1,568.125,5.747875,46,49.5,0,0,0,850
832.75,45.79125,0.2775,0,1,0,1,568.125,5.747,46,49.5,0,0,0,850
831.125,45.6825,0.27375,0,1,0,1,567.9375,5.747,46,49.5,0,0,0,850
845.375,46.17375,0.27375,0,1,0,1,567.75,5.747,46.5,49.5,0,0,0,850
846,46.245,0.27375,0,1,0,1,567.9375,5.747,46.5,49.5,0,0,0,850
825.25,45.19875,0.27375,0,1,0,1,567.9375,5.747875,45.5,49.5,0,0,0,850
821,45.3075,0.27375,0,1,0,1,568.125,5.747875,45.5,49.5,0,0,0,850
813.75,45.255,0.27375,0,1,0,1,567.9375,5.74875,45.5,49.5,0,0,0,850
819.375,45.2625,0.27375,0,1,0,1,567.75,5.74875,46.5,49.5,0,0,0,850
839.25,46.14,0.27375,0,1,0,1,567.9375,5.7505,46.5,49.5,0,0,0,850
831.125,45.62625,0.27375,0,1,0,1,567.9375,5.749625,46,49.5,0,0,0,850
850.875,45.73875,0.27375,0,1,0,1,567.9375,5.747875,47,49.5,0,0,0,950
866.75,47.73,0.27375,0,1,0,1,567.9375,5.747,48,49.5,0,0,0,950
893.625,48.58875,0.27375,0,1,0,1,567.9375,5.747875,49,49.5,0,0,0,950
913.875,48.5775,0.27375,0,1,0,1,567.75,5.747875,49,49.5,0,0,0,950
939.625,49.68375,0.27375,0,1,0,1,567.5625,5.747875,50,49.5,0,0,0,950
947.375,49.68375,0.27,0,1,0,1,567.375,5.747875,50,49.5,0,0,0,950
955.125,49.60875,0.27375,0,1,0,1,567.375,5.747875,50,49.5,0,0,0,950
908.375,49.56,0.27375,0,1,0,1,567,5.749625,50,49.5,0,0,0,950
947,50.1675,0.27375,0,1,0,1,566.8125,5.749625,50.5,49.5,0,0,0,950
927.875,49.1325,0.26625,0,1,0,1,567.1875,5.7505,49.5,49.5,0,0,0,950
1001,49.245,0.27375,0,1,0,1,567.1875,5.74875,48.5,49.5,0,0,0,950
894.375,48.2925,0.27,0,1,0,1,567.375,5.74875,49.5,49.5,0,0,0,950
921.125,49.19625,0.27,0,1,0,1,567.5625,5.74875,49.5,49.5,0,0,0,950
939.875,49.17375,0.27375,0,1,0,1,567.5625,5.74875,48.5,49.5,0,0,0,950
901.625,48.2325,0.27,0,1,0,1,567.75,5.74875,48.5,49.5,0,0,0,950
957.25,49.26,0.27375,0,1,0,1,567.75,5.74875,49.5,49.5,0,0,0,950
895.75,49.21875,0.27,0,1,0,1,567.5625,5.74875,50.5,49.5,0,0,0,950
954.75,50.20875,0.27,0,1,0,1,567.75,5.749625,50.5,49.5,0,0,0,950
916.625,49.19625,0.26625,0,1,0,1,567.1875,5.753125,49.5,49.5,0,0,0,950
923.125,49.155,0.27,0,1,0,1,567.1875,5.75225,49.5,49.5,0,0,0,950
918.375,49.17375,0.27375,0,1,0,1,567.5625,5.751375,49.5,49.5,0,0,0,950
917.875,49.18875,0.27,0,1,0,1,567.375,5.753125,50.5,49.5,0,0,0,950
954.5,50.12625,0.27,0,1,0,1,567.375,5.7505,50.5,49.5,0,0,0,950
1030.875,51.105,0.27375,0,1,0,1,567.375,5.749625,51.5,49.5,0,0,0,950
979,50.1675,0.27375,0,1,0,1,567.375,5.749625,50.5,49.5,0,0,0,950
941,50.145,0.27375,0,1,0,1,567.375,5.749625,50.5,49.5,0,0,0,950
955.5,50.21625,0.27375,0,1,0,1,567.5625,5.7505,50.5,49.5,0,0,0,950
965.875,50.11875,0.27,0,1,0,1,567.75,5.749625,50.5,49.5,0,0,0,950
963,50.205,0.27375,0,1,0,1,567.375,5.7505,50.5,49.5,0,0,0,950
961.625,49.21875,0.27375,0,1,0,1,567.5625,5.7505,49.5,49.5,0,0,0,950
971.75,49.25625,0.27,0,1,0,1,567.75,5.75225,49.5,49.5,0,0,0,950
951.75,49.605,0.27375,0,1,0,1,567.9375,5.75225,50,49.5,0,0,0,950
936.125,49.72875,0.27,0,1,0,1,567.9375,5.7505,50,49.5,0,0,0,950
927.125,49.60875,0.27375,0,1,0,1,568.125,5.7505,50,49.5,0,0,0,950
944.5,49.77,0.2775,0,1,0,1,567.9375,5.7505,50,49.5,0,0,0,950
947.75,50.17875,0.2775,0,1,0,1,567.9375,5.749625,50.5,49.5,0,0,0,950
964.5,50.24625,0.2775,0,1,0,1,567.9375,5.7505,50.5,49.5,0,0,0,950
972.125,51.27,0.2775,0,1,0,1,567.5625,5.7505,51.5,49.5,0,0,0,950
987.125,51.21375,0.2775,0,1,0,1,567.375,5.7505,50.5,49.5,0,0,0,950
985.5,50.145,0.27375,0,1,0,1,567.9375,5.7505,50.5,49.5,0,0,0,950
1006.375,50.16,0.27375,0,1,0,1,567.9375,5.7505,50.5,49.5,0,0,0,950
979.75,50.2575,0.2775,0,1,0,1,567.9375,5.754,50.5,49.5,0,0,0,950
937,49.29,0.2775,0,1,0,1,568.3125,5.754,49.5,49.5,0,0,0,950
1027.75,49.215,0.2775,0,1,0,1,568.3125,5.753125,50.5,49.5,0,0,0,950
966.75,50.22375,0.27,0,1,0,1,568.3125,5.75225,50.5,49.5,0,0,0,950
936.375,49.24125,0.27375,0,1,0,1,568.3125,5.7505,49.5,49.5,0,0,0,950
925.75,50.17125,0.27,0,1,0,1,568.125,5.7505,50.5,49.5,0,0,0,950
976.375,50.16375,0.27375,0,1,0,1,567.9375,5.751375,50.5,49.5,0,0,0,950
946.375,49.2,0.27375,0,1,0,1,568.5,5.75225,49.5,49.5,0,0,0,925
922.25,49.21875,0.27375,0,1,0,1,568.5,5.751375,49.5,49.5,0,0,0,925
969.5,49.8225,0.27375,0,1,0,1,568.5,5.751375,50,49.5,0,0,0,925
934.375,48.76125,0.27375,0,1,0,1,568.5,5.75225,49,49.5,0,0,0,925
912.125,48.615,0.27375,0,1,0,1,568.6875,5.754875,49,49.5,0,0,0,925
918.125,48.6975,0.27,0,1,0,1,568.875,5.754875,49,49.5,0,0,0,925
899.625,48.59625,0.27375,0,1,0,1,568.6875,5.753125,49,49.5,0,0,0,925
892.875,48.58875,0.27375,0,1,0,1,568.3125,5.75225,49,49.5,0,0,0,925
918.625,48.7425,0.27375,0,1,0,1,568.3125,5.75225,49,49.5,0,0,0,925
919,48.6525,0.27,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
926.125,48.705,0.27375,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
933.75,48.7275,0.27375,0,1,0,1,568.6875,5.753125,49,49.5,0,0,0,925
915.5,48.73125,0.27375,0,1,0,1,568.5,5.754,49,49.5,0,0,0,925
895.125,47.71125,0.27375,0,1,0,1,568.875,5.753125,48,49.5,0,0,0,925
911.25,48.61125,0.27375,0,1,0,1,568.6875,5.753125,49,49.5,0,0,0,925
910.5,48.6825,0.2775,0,1,0,1,568.5,5.75575,49,49.5,0,0,0,925
876.125,47.7225,0.2775,0,1,0,1,568.6875,5.75575,48,49.5,0,0,0,925
881,47.62875,0.27375,0,1,0,1,568.5,5.754,49,49.5,0,0,0,925
925,48.645,0.27375,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
980.25,48.8025,0.27375,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
910.375,48.67875,0.27375,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
906.25,48.645,0.27375,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
917.125,48.64875,0.2775,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
906.375,48.69,0.27375,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
917.5,48.7725,0.27,0,1,0,1,568.875,5.753125,49,49.5,0,0,0,925
927.625,48.7425,0.27375,0,1,0,1,568.875,5.75225,49,49.5,0,0,0,925
892.5,48.6375,0.27375,0,1,0,1,568.6875,5.75575,50,49.5,0,0,0,925
962.25,49.56,0.27375,0,1,0,1,568.6875,5.754875,50,49.5,0,0,0,925
964.875,50.76,0.27,0,1,0,1,568.3125,5.754875,51,49.5,0,0,0,925
931.375,49.6425,0.27375,0,1,0,1,568.3125,5.75225,50,49.5,0,0,0,925
962.5,48.68625,0.27,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
913.875,48.63375,0.27375,0,1,0,1,568.6875,5.751375,49,49.5,0,0,0,925
901.25,48.735,0.27,0,1,0,1,568.5,5.75225,49,49.5,0,0,0,925
914.875,48.7125,0.27,0,1,0,1,568.5,5.75225,49,49.5,0,0,0,925
889.375,48.67125,0.27375,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
923,48.64875,0.27375,0,1,0,1,568.5,5.753125,49,49.5,0,0,0,925
874.75,47.8425,0.27375,0,1,0,1,568.6875,5.753125,48,49.5,0,0,0,925
914.5,48.70875,0.27,0,1,0,1,568.6875,5.753125,49,49.5,0,0,0,925
923,48.69,0.27375,0,1,0,1,568.6875,5.75225,49,49.5,0,0,0,925
920.125,47.62125,0.27,0,1,0,1,568.5,5.75225,48,49.5,0,0,0,925
928.5,47.6775,0.27375,0,1,0,1,568.6875,5.753125,48,49.5,0,0,0,925
948.75,48.74625,0.27,0,1,0,1,568.6875,5.756625,49,49.5,0,0,0,875
917.125,47.67,0.27,0,1,0,1,568.875,5.754875,48,49.5,0,0,0,875
905.75,47.7825,0.27,0,1,0,1,568.875,5.75225,48,49.5,0,0,0,875
889,47.7975,0.27375,0,1,0,1,568.875,5.753125,48,49.5,0,0,0,875
871.375,46.57125,0.27375,0,1,0,1,568.6875,5.75225,47,49.5,0,0,0,875
851.625,46.66875,0.27,0,1,0,1,568.6875,5.753125,47,49.5,0,0,0,875
854.25,46.78875,0.27375,0,1,0,1,568.5,5.753125,47,49.5,0,0,0,875
854,46.72875,0.27,0,1,0,1,568.5,5.753125,47,49.5,0,0,0,875
864.25,46.7475,0.27375,0,1,0,1,568.875,5.75225,47,49.5,0,0,0,875
870.75,46.55625,0.27375,0,1,0,1,568.875,5.754,47,49.5,0,0,0,875
877.875,46.72875,0.26625,0,1,0,1,568.875,5.75575,47,49.5,0,0,0,875
865.125,46.64625,0.27,0,1,0,1,568.6875,5.754,47,49.5,0,0,0,875
929.5,47.20125,0.26625,0,1,0,1,568.875,5.75225,47.5,49.5,0,0,0,875
896.375,47.17875,0.27,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
862.75,47.13,0.27,0,1,0,1,568.875,5.75225,47.5,49.5,0,0,0,875
900.125,47.19,0.27,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
860.125,46.125,0.27375,0,1,0,1,568.6875,5.75225,46.5,49.5,0,0,0,875
854.5,46.2225,0.27375,0,1,0,1,568.5,5.75225,46.5,49.5,0,0,0,875
850.75,46.13625,0.27,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
875.75,46.2,0.27375,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
850.75,46.17375,0.27375,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
896.875,46.335,0.27375,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
845.375,46.2375,0.27375,0,1,0,1,568.875,5.756625,46.5,49.5,0,0,0,875
862.625,46.20375,0.27375,0,1,0,1,568.875,5.754875,46.5,49.5,0,0,0,875
843.25,46.245,0.27375,0,1,0,1,569.0625,5.754875,46.5,49.5,0,0,0,875
876.875,47.22375,0.27375,0,1,0,1,569.0625,5.75225,47.5,49.5,0,0,0,875
877,47.29875,0.27,0,1,0,1,568.875,5.75225,47.5,49.5,0,0,0,875
870.375,47.2125,0.27,0,1,0,1,568.6875,5.75225,47.5,49.5,0,0,0,875
890.375,47.14125,0.27,0,1,0,1,568.6875,5.753125,47.5,49.5,0,0,0,875
853,46.23375,0.27375,0,1,0,1,568.6875,5.75225,46.5,49.5,0,0,0,875
878.625,47.29875,0.27375,0,1,0,1,568.875,5.75225,47.5,49.5,0,0,0,875
888.375,46.16625,0.27,0,1,0,1,568.6875,5.75225,46.5,49.5,0,0,0,875
899,47.2875,0.27,0,1,0,1,568.875,5.75225,47.5,49.5,0,0,0,875
873.5,47.2425,0.27375,0,1,0,1,568.6875,5.75225,47.5,49.5,0,0,0,875
876.5,47.15625,0.27375,0,1,0,1,568.6875,5.754875,47.5,49.5,0,0,0,875
868.375,47.07,0.27375,0,1,0,1,568.6875,5.754875,47.5,49.5,0,0,0,875
847.125,47.26125,0.27375,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
857,47.22,0.27375,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
870.625,47.175,0.27,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
895.125,47.1225,0.27,0,1,0,1,568.5,5.751375,47.5,49.5,0,0,0,875
852.375,46.23375,0.27,0,1,0,1,568.875,5.75225,46.5,49.5,0,0,0,875
833.25,46.21125,0.27,0,1,0,1,568.875,5.753125,46.5,49.5,0,0,0,875
855.5,46.7025,0.27,0,1,0,1,568.875,5.754875,47,49.5,0,0,0,875
842.375,46.72125,0.26625,0,1,0,1,568.875,5.754,47,49.5,0,0,0,875
858,46.75875,0.27,0,1,0,1,568.6875,5.75225,47,49.5,0,0,0,875
839.5,46.695,0.27375,0,1,0,1,568.5,5.751375,47,49.5,0,0,0,875
855,47.16,0.26625,0,1,0,1,568.6875,5.751375,47.5,49.5,0,0,0,875
860.625,47.27625,0.27,0,1,0,1,568.6875,5.753125,47.5,49.5,0,0,0,875
848.5,46.14,0.27,0,1,0,1,568.5,5.751375,46.5,49.5,0,0,0,875
859.625,46.2375,0.26625,0,1,0,1,568.6875,5.751375,46.5,49.5,0,0,0,875
850.875,46.1775,0.27,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
880.125,47.12625,0.27,0,1,0,1,568.6875,5.751375,47.5,49.5,0,0,0,875
931.25,47.16375,0.26625,0,1,0,1,568.875,5.754,48.5,49.5,0,0,0,875
883.375,48.1425,0.27375,0,1,0,1,568.875,5.754,47.5,49.5,0,0,0,875
880.75,47.31375,0.27375,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
877.75,47.14875,0.27375,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
872.75,47.19375,0.27375,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
830.625,46.14375,0.27375,0,1,0,1,568.875,5.7505,46.5,49.5,0,0,0,875
919.25,47.18625,0.2775,0,1,0,1,569.0625,5.7505,47.5,49.5,0,0,0,875
934.25,47.29125,0.27375,0,1,0,1,568.875,5.751375,46.5,49.5,0,0,0,875
856.875,46.2225,0.27,0,1,0,1,569.0625,5.7505,46.5,49.5,0,0,0,875
869.875,47.235,0.27,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
861.25,47.23875,0.27,0,1,0,1,568.5,5.75225,47.5,49.5,0,0,0,875
875.5,47.24625,0.27,0,1,0,1,568.6875,5.75225,47.5,49.5,0,0,0,875
839.625,46.12125,0.27375,0,1,0,1,568.875,5.7505,46.5,49.5,0,0,0,875
858.75,46.16625,0.27,0,1,0,1,568.875,5.7505,46.5,49.5,0,0,0,875
847,46.24875,0.27375,0,1,0,1,568.6875,5.749625,46.5,49.5,0,0,0,875
876,47.18625,0.27375,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
900.5,48.18375,0.27,0,1,0,1,568.875,5.749625,48.5,49.5,0,0,0,875
1012.125,48.105,0.27,0,1,0,1,568.6875,5.74875,47.5,49.5,0,0,0,875
895.375,47.19,0.27,0,1,0,1,568.6875,5.7505,47.5,49.5,0,0,0,875
875.25,47.13375,0.27375,0,1,0,1,568.6875,5.749625,47.5,49.5,0,0,0,875
868.875,47.2575,0.27,0,1,0,1,568.875,5.74875,47.5,49.5,0,0,0,875
888.5,47.23875,0.27375,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
913,47.1525,0.27,0,1,0,1,568.875,5.751375,47.5,49.5,0,0,0,875
903.25,48.21375,0.27375,0,1,0,1,568.875,5.749625,48.5,49.5,0,0,0,875
878.75,47.0625,0.27375,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
857,47.26875,0.27375,0,1,0,1,568.875,5.7505,47.5,49.5,0,0,0,875
868.25,46.38375,0.27375,0,1,0,1,569.0625,5.749625,46.5,49.5,0,0,0,875
856.625,46.24875,0.27375,0,1,0,1,568.875,5.749625,46.5,49.5,0,0,0,875
866.5,46.14375,0.27375,0,1,0,1,568.875,5.749625,46.5,49.5,0,0,0,875
863,47.145,0.27375,0,1,0,1,569.0625,5.749625,47.5,49.5,0,0,0,875
886.25,47.2125,0.27375,0,1,0,1,568.875,5.749625,47.5,49.5,0,0,0,875
876.75,47.30625,0.2775,0,1,0,1,568.5,5.751375,47.5,49.5,0,0,0,875
874.5,46.2825,0.27,0,1,0,1,568.875,5.753125,46.5,49.5,0,0,0,875
831.875,45.225,0.27375,0,1,0,1,569.0625,5.75225,45.5,49.5,0,0,0,875
849.5,46.185,0.27375,0,1,0,1,569.0625,5.7505,46.5,49.5,0,0,0,875
862,46.18875,0.27375,0,1,0,1,569.0625,5.74875,46.5,49.5,0,0,0,875
